id,label
11568,0.015000
592,0.015000
1885,0.288535
7545,0.985000
12212,0.015000
7124,0.015000
7704,0.985000
8866,0.015000
6759,0.985000
3808,0.985000
4375,0.985000
10089,0.015000
61,0.015000
7016,0.015000
1614,0.015000
11123,0.985000
5838,0.015000
7870,0.015000
8847,0.985000
8062,0.015000
7394,0.015000
6612,0.015000
4009,0.985000
11678,0.015000
384,0.985000
2562,0.985000
1437,0.985000
11096,0.985000
5719,0.015000
11529,0.015000
7079,0.985000
6173,0.015000
31,0.985000
1435,0.985000
4467,0.985000
3118,0.015000
6322,0.985000
4530,0.015000
3331,0.985000
5748,0.985000
8261,0.015000
8807,0.985000
11480,0.015000
8198,0.015000
1789,0.985000
10440,0.015000
6316,0.015000
12096,0.985000
3126,0.015000
2773,0.015000
791,0.985000
1080,0.985000
10932,0.985000
5084,0.015000
8402,0.015000
1364,0.015000
6175,0.985000
10831,0.985000
12300,0.985000
6514,0.985000
8819,0.985000
8117,0.985000
8703,0.985000
10035,0.985000
2929,0.015000
11963,0.985000
6924,0.015000
421,0.985000
4798,0.015000
1859,0.985000
9999,0.015000
2239,0.015000
1554,0.985000
10907,0.985000
8337,0.985000
4065,0.015000
423,0.985000
3696,0.015000
8433,0.985000
7248,0.985000
10863,0.985000
6775,0.985000
8216,0.985000
4212,0.015000
8535,0.015000
9980,0.015000
3963,0.015000
10723,0.985000
5449,0.985000
5265,0.015000
2546,0.985000
10748,0.015000
4825,0.985000
6932,0.985000
3939,0.985000
6645,0.015000
12021,0.985000
5936,0.985000
9483,0.015000
10800,0.923499
7408,0.015000
353,0.985000
5380,0.985000
10913,0.015000
451,0.015000
4713,0.985000
443,0.985000
10061,0.015000
6170,0.015000
7357,0.015000
12390,0.015000
5535,0.015000
3296,0.015000
8031,0.985000
4341,0.985000
7549,0.015000
2359,0.985000
4218,0.985000
11874,0.985000
8033,0.985000
3239,0.985000
4048,0.015000
1310,0.015000
3362,0.985000
7040,0.015000
5386,0.015000
11252,0.015000
11060,0.015000
5824,0.985000
6318,0.985000
2922,0.015000
7358,0.985000
11761,0.985000
4797,0.985000
10702,0.985000
7533,0.015000
121,0.015000
1865,0.985000
3523,0.985000
12116,0.015000
12053,0.015000
6960,0.015000
10284,0.985000
4918,0.071843
11878,0.985000
1671,0.985000
8272,0.015000
11654,0.985000
3516,0.015000
4423,0.015000
10287,0.015000
11115,0.015000
1625,0.985000
6507,0.985000
10334,0.015000
4155,0.985000
7658,0.985000
3745,0.015000
564,0.015000
904,0.985000
10408,0.015000
10445,0.985000
9045,0.985000
3994,0.015000
6062,0.015000
276,0.985000
8508,0.015000
11888,0.015000
8347,0.985000
12194,0.015000
6088,0.985000
2252,0.015000
511,0.985000
5586,0.985000
2860,0.028546
2478,0.985000
126,0.985000
4275,0.015000
3129,0.985000
4628,0.985000
5619,0.985000
203,0.985000
10905,0.985000
12365,0.985000
8926,0.015000
2661,0.985000
4712,0.015000
7863,0.015000
6609,0.015000
2274,0.015000
3283,0.015000
10993,0.985000
12242,0.015000
8354,0.015000
11061,0.015000
11064,0.015000
3037,0.985000
8479,0.985000
3177,0.015000
8720,0.985000
11695,0.015000
4907,0.015000
11756,0.985000
662,0.015000
4791,0.985000
9277,0.985000
6127,0.015000
3570,0.985000
6428,0.985000
2410,0.015000
8611,0.985000
3057,0.985000
541,0.015000
3301,0.985000
939,0.985000
1224,0.985000
3692,0.015000
6382,0.015000
7453,0.985000
7631,0.985000
2912,0.985000
10725,0.985000
12269,0.985000
3995,0.015000
3611,0.015000
8844,0.015000
3255,0.015000
7497,0.015000
5818,0.015000
10190,0.985000
11630,0.985000
1909,0.985000
3140,0.985000
12383,0.973603
8096,0.985000
2258,0.985000
10943,0.015000
1663,0.015000
6372,0.015000
6174,0.015000
9671,0.985000
9374,0.015000
2870,0.985000
11296,0.985000
1033,0.985000
1092,0.015000
3784,0.985000
1709,0.015000
7633,0.015000
2121,0.015000
1139,0.015000
10056,0.985000
7411,0.015000
496,0.985000
7867,0.015000
12127,0.015000
6458,0.015000
1657,0.015000
10207,0.985000
6265,0.985000
1189,0.985000
8056,0.985000
9166,0.015000
1353,0.985000
10885,0.015000
4000,0.015000
1375,0.015000
8517,0.015000
3457,0.015000
12367,0.985000
7236,0.015000
12066,0.015000
5717,0.649620
12363,0.015000
11373,0.015000
10744,0.985000
5195,0.015000
3066,0.985000
10858,0.985000
2796,0.985000
3949,0.985000
8906,0.015000
5964,0.015000
1856,0.985000
7504,0.985000
10463,0.015000
9849,0.985000
9732,0.015000
4071,0.985000
6663,0.985000
965,0.015000
5517,0.015000
7257,0.985000
9012,0.015000
10556,0.985000
7161,0.985000
11935,0.985000
8103,0.015000
7395,0.985000
8903,0.985000
1079,0.985000
2129,0.985000
6615,0.985000
7450,0.985000
628,0.015000
244,0.985000
84,0.015000
4837,0.015000
12396,0.015000
8810,0.015000
764,0.015000
9887,0.985000
1751,0.985000
7778,0.015000
11389,0.015000
270,0.985000
224,0.015000
9222,0.985000
5942,0.015000
8769,0.015000
2448,0.985000
7372,0.985000
11215,0.015000
7366,0.015000
1029,0.015000
9835,0.985000
1372,0.985000
4554,0.985000
6850,0.985000
2525,0.287385
7018,0.985000
12498,0.985000
12200,0.985000
350,0.985000
7808,0.015000
5842,0.015000
3883,0.015000
11971,0.015000
101,0.015000
8997,0.985000
7622,0.985000
8559,0.985000
4182,0.015000
4519,0.015000
5774,0.015000
7185,0.015000
10150,0.015000
10232,0.985000
10212,0.015000
7645,0.985000
9019,0.015000
2130,0.015000
955,0.985000
6667,0.015000
7733,0.015000
3484,0.985000
4088,0.015000
5937,0.015000
11664,0.015000
1652,0.985000
9065,0.015000
1473,0.015000
11884,0.015000
7547,0.985000
10152,0.015000
5751,0.985000
9484,0.015000
5530,0.015000
8201,0.985000
11468,0.985000
4101,0.015000
5346,0.985000
5851,0.015000
6954,0.015000
12089,0.015000
9442,0.015000
11028,0.015000
2680,0.985000
10809,0.015000
5498,0.015000
8700,0.985000
293,0.985000
6542,0.985000
3170,0.985000
6506,0.985000
8857,0.985000
7910,0.015000
12442,0.015000
422,0.985000
1573,0.985000
1138,0.015000
10627,0.015000
2560,0.985000
4158,0.015000
7941,0.985000
3927,0.985000
11351,0.015000
12440,0.985000
1613,0.015000
1943,0.954922
4141,0.985000
6501,0.015000
10794,0.985000
399,0.985000
1748,0.015000
8440,0.985000
2901,0.015000
3496,0.015000
7712,0.015000
4575,0.985000
1002,0.985000
12190,0.015000
4176,0.985000
8348,0.015000
253,0.985000
8694,0.985000
1443,0.985000
11033,0.985000
2555,0.985000
933,0.015000
7322,0.015000
2910,0.985000
9004,0.985000
640,0.015000
8001,0.015000
7957,0.985000
7114,0.985000
5538,0.015000
11056,0.015000
4452,0.985000
10365,0.015000
609,0.015000
6279,0.985000
5318,0.985000
11791,0.985000
5111,0.985000
10675,0.015000
608,0.985000
4756,0.985000
6286,0.015000
2259,0.985000
5626,0.015000
8308,0.985000
300,0.015000
8806,0.769602
3507,0.985000
3872,0.015000
8746,0.985000
10161,0.015000
11233,0.015000
8342,0.985000
8566,0.015000
10612,0.985000
6776,0.015000
9162,0.985000
11433,0.015000
5220,0.985000
7052,0.985000
4163,0.015000
11383,0.985000
8591,0.015000
4559,0.985000
3049,0.015000
4558,0.985000
9272,0.985000
5147,0.985000
11732,0.985000
12380,0.985000
11809,0.985000
2669,0.015000
4608,0.015000
6764,0.015000
8647,0.015000
52,0.015000
2978,0.015000
10624,0.015000
11364,0.015000
7793,0.015000
11909,0.015000
3326,0.015000
11753,0.985000
6855,0.015000
5282,0.015000
23,0.985000
3536,0.985000
3975,0.015000
9032,0.015000
5856,0.015000
7463,0.985000
8533,0.015000
9089,0.015000
1655,0.985000
4238,0.093388
11887,0.015000
12348,0.985000
416,0.015000
3391,0.985000
3821,0.015000
10267,0.015000
9205,0.015000
4032,0.985000
6365,0.985000
8608,0.015000
5650,0.985000
10059,0.985000
11789,0.985000
12357,0.985000
1101,0.985000
3537,0.979031
8583,0.985000
7749,0.015000
1603,0.015000
3833,0.985000
9563,0.985000
6522,0.015000
10562,0.985000
3062,0.985000
10034,0.985000
6131,0.015000
3932,0.015000
12428,0.015000
12131,0.985000
1733,0.985000
3157,0.985000
8000,0.015000
7151,0.015000
7619,0.015000
10030,0.985000
1984,0.985000
7721,0.015000
349,0.015000
8702,0.985000
6023,0.015000
4592,0.015000
9888,0.015000
4868,0.015000
1937,0.985000
12309,0.015000
6508,0.015000
9626,0.015000
7601,0.985000
7979,0.015000
11302,0.985000
2384,0.985000
2575,0.164590
3723,0.015000
165,0.015000
3848,0.985000
3320,0.015000
8436,0.015000
2668,0.015000
4505,0.015000
4368,0.015000
10503,0.015000
7560,0.985000
3393,0.015000
2956,0.985000
3210,0.985000
1402,0.985000
9727,0.985000
3273,0.985000
2179,0.985000
8325,0.985000
5718,0.985000
11253,0.985000
9062,0.985000
7499,0.985000
9536,0.015000
4844,0.015000
10187,0.985000
11491,0.015000
7178,0.015000
4961,0.015000
4004,0.015000
6515,0.015000
10118,0.015000
10517,0.985000
1114,0.985000
7113,0.015000
12179,0.985000
2282,0.015000
6448,0.985000
7364,0.985000
3419,0.985000
6974,0.985000
157,0.015000
3896,0.985000
5783,0.985000
1811,0.985000
7474,0.155989
1282,0.015000
9931,0.985000
1226,0.015000
3559,0.015000
8024,0.985000
3942,0.985000
3347,0.015000
5919,0.985000
5956,0.015000
6573,0.985000
854,0.985000
296,0.985000
3518,0.015000
3910,0.985000
6489,0.015000
1855,0.985000
8278,0.985000
4958,0.015000
2106,0.015000
10465,0.985000
263,0.015000
11662,0.015000
11471,0.015000
9258,0.985000
12467,0.015000
8447,0.015000
1346,0.015000
1229,0.015000
6748,0.015000
10546,0.015000
8871,0.015000
4215,0.985000
4646,0.985000
1179,0.985000
7074,0.985000
10770,0.985000
6277,0.985000
10421,0.985000
1948,0.985000
7158,0.985000
8476,0.985000
9126,0.985000
6986,0.985000
5501,0.985000
8597,0.015000
2972,0.985000
1325,0.015000
11502,0.985000
2270,0.015000
6025,0.985000
3988,0.985000
2898,0.015000
5208,0.015000
4831,0.149299
2907,0.985000
10312,0.015000
7675,0.015000
12356,0.015000
1361,0.015000
5712,0.015000
8376,0.015000
575,0.015000
7215,0.015000
235,0.985000
12430,0.985000
11820,0.015000
5349,0.985000
9270,0.985000
4689,0.985000
9129,0.985000
7532,0.205550
5534,0.985000
10101,0.985000
11077,0.015000
6978,0.985000
113,0.985000
5715,0.985000
1786,0.985000
8004,0.015000
3791,0.015000
4945,0.015000
3858,0.985000
6061,0.985000
1926,0.015000
6077,0.015000
10684,0.985000
8466,0.015000
12217,0.015000
11969,0.985000
2969,0.985000
10176,0.985000
9130,0.015000
3133,0.985000
11985,0.985000
11596,0.015000
561,0.015000
8671,0.985000
10548,0.985000
8145,0.985000
11408,0.985000
1024,0.015000
3761,0.985000
9573,0.985000
9088,0.015000
8035,0.015000
4313,0.015000
11447,0.015000
11458,0.985000
9873,0.985000
2839,0.015000
4650,0.958734
9342,0.985000
5388,0.985000
156,0.015000
11567,0.985000
9151,0.985000
5405,0.015000
4828,0.985000
9127,0.015000
12307,0.985000
6766,0.985000
6405,0.015000
10768,0.985000
9155,0.985000
12244,0.015000
5232,0.985000
9982,0.985000
1579,0.015000
1165,0.015000
10773,0.985000
11067,0.015000
11348,0.985000
11208,0.985000
2905,0.985000
12032,0.015000
9665,0.015000
8582,0.015000
6569,0.985000
1854,0.015000
4360,0.985000
9728,0.015000
6113,0.015000
1514,0.015000
6952,0.985000
3933,0.985000
9397,0.985000
1607,0.015000
2500,0.015000
1987,0.985000
3279,0.985000
8985,0.985000
6370,0.015000
8042,0.015000
11134,0.985000
2278,0.015000
3831,0.015000
8030,0.015000
4050,0.985000
3454,0.985000
11837,0.015000
10438,0.985000
11579,0.985000
1927,0.015000
5905,0.985000
2350,0.985000
494,0.015000
3824,0.753654
11782,0.985000
10779,0.015000
9445,0.985000
11221,0.015000
3230,0.015000
718,0.985000
11870,0.985000
8234,0.985000
5268,0.974816
6702,0.015000
8467,0.985000
6799,0.985000
2959,0.015000
7909,0.985000
540,0.985000
10289,0.015000
7475,0.985000
4988,0.985000
9353,0.015000
10384,0.985000
12112,0.985000
1682,0.985000
6072,0.985000
5742,0.985000
2620,0.015000
2941,0.015000
9092,0.985000
10692,0.985000
8719,0.985000
5499,0.015000
9281,0.985000
3966,0.985000
2296,0.015000
2601,0.985000
1060,0.015000
9767,0.015000
3721,0.015000
1853,0.985000
8549,0.015000
8682,0.015000
11462,0.015000
3491,0.985000
4443,0.985000
9229,0.015000
5107,0.985000
8328,0.015000
5035,0.985000
7930,0.015000
6742,0.985000
12261,0.015000
5647,0.015000
7792,0.015000
10489,0.015000
5652,0.015000
2689,0.985000
8558,0.015000
9578,0.015000
5867,0.015000
10493,0.015000
8237,0.015000
6120,0.985000
8930,0.015000
2557,0.015000
844,0.985000
768,0.985000
6157,0.985000
3759,0.015000
6981,0.015000
2035,0.985000
4185,0.015000
11536,0.985000
1790,0.015000
8960,0.985000
4684,0.985000
4873,0.985000
4570,0.985000
1533,0.015000
9433,0.985000
10577,0.015000
1545,0.015000
1824,0.015000
10840,0.015000
4820,0.985000
4305,0.015000
8677,0.985000
724,0.985000
71,0.985000
5377,0.985000
4234,0.015000
8923,0.015000
9169,0.985000
412,0.985000
4217,0.015000
12101,0.015000
7291,0.985000
5247,0.015000
2001,0.985000
2641,0.985000
11929,0.985000
8849,0.015000
1550,0.015000
10490,0.985000
12331,0.015000
10620,0.985000
404,0.015000
5869,0.985000
6727,0.015000
8962,0.015000
3164,0.015000
2939,0.985000
7368,0.985000
12270,0.985000
8994,0.015000
257,0.985000
9014,0.015000
10554,0.975632
8158,0.985000
3616,0.015000
6933,0.015000
5780,0.985000
9228,0.015000
9539,0.985000
5947,0.015000
8226,0.015000
9747,0.985000
4686,0.015000
9998,0.015000
2719,0.043946
4279,0.015000
7844,0.015000
8526,0.015000
8456,0.015000
10428,0.878700
2439,0.015000
81,0.015000
9954,0.985000
10005,0.015000
10185,0.985000
2818,0.015000
11833,0.985000
5093,0.016682
2367,0.015000
9175,0.985000
3953,0.015000
10441,0.015000
9216,0.015000
1196,0.015000
8135,0.015000
12218,0.015000
11019,0.887777
5184,0.015000
83,0.985000
170,0.015000
3022,0.015000
7624,0.015000
9713,0.985000
3143,0.985000
5938,0.985000
7370,0.985000
5892,0.985000
1644,0.985000
10256,0.985000
2175,0.985000
6559,0.015000
1177,0.015000
327,0.985000
11548,0.985000
10787,0.985000
8053,0.015000
2739,0.985000
3572,0.985000
1333,0.985000
9097,0.015000
11193,0.985000
960,0.985000
10247,0.985000
6475,0.985000
3440,0.015000
2256,0.015000
2742,0.015000
6435,0.985000
8642,0.985000
9723,0.985000
522,0.015000
11807,0.015000
5389,0.015000
11355,0.015000
10211,0.015000
9798,0.985000
2453,0.015000
12429,0.015000
9434,0.015000
7583,0.015000
7155,0.015000
12265,0.015000
9837,0.985000
2998,0.985000
12000,0.015000
9734,0.015000
11241,0.985000
8494,0.015000
6536,0.985000
9237,0.015000
8086,0.985000
2497,0.015000
10304,0.985000
10316,0.985000
1814,0.985000
6151,0.985000
1742,0.985000
10954,0.985000
7500,0.985000
2329,0.015000
1348,0.015000
9450,0.015000
1209,0.015000
966,0.985000
8048,0.015000
8587,0.716747
6629,0.985000
8860,0.985000
12223,0.015000
485,0.985000
5430,0.015000
9499,0.015000
1451,0.015000
5285,0.015000
1340,0.985000
4437,0.985000
2360,0.015000
6740,0.015000
9942,0.015000
5078,0.985000
5470,0.985000
11454,0.985000
8958,0.985000
1191,0.985000
6654,0.985000
5327,0.985000
2694,0.015000
12108,0.985000
2822,0.985000
5981,0.015000
5949,0.015000
12013,0.985000
8005,0.985000
5635,0.985000
6430,0.015000
8164,0.985000
12022,0.985000
6392,0.015000
7466,0.015000
534,0.985000
4205,0.015000
5591,0.985000
5556,0.015000
10043,0.985000
4909,0.985000
2180,0.985000
11696,0.985000
309,0.015000
2407,0.015000
8215,0.985000
3027,0.015000
10711,0.015000
6307,0.985000
9741,0.015000
1186,0.985000
8918,0.985000
10390,0.985000
8544,0.985000
699,0.015000
3053,0.015000
9068,0.015000
8774,0.015000
3626,0.985000
517,0.985000
9680,0.985000
4545,0.015000
9063,0.985000
6324,0.015000
1098,0.015000
5754,0.015000
10358,0.015000
11498,0.015000
7905,0.015000
11552,0.985000
3086,0.985000
9446,0.015000
10945,0.015000
8659,0.015000
10090,0.015000
6171,0.015000
8080,0.985000
11414,0.015000
4633,0.015000
11652,0.015000
4525,0.015000
1581,0.985000
9420,0.985000
2516,0.015000
981,0.985000
9167,0.985000
5788,0.015000
862,0.985000
6594,0.015000
571,0.985000
7797,0.985000
5330,0.015000
2828,0.015000
10136,0.985000
305,0.015000
8848,0.015000
1003,0.985000
2873,0.015000
6256,0.015000
6355,0.985000
5943,0.985000
6677,0.015000
5326,0.985000
7186,0.015000
7832,0.015000
7081,0.985000
2608,0.015000
8854,0.015000
475,0.985000
2386,0.985000
3462,0.015000
5859,0.015000
5962,0.015000
6193,0.985000
954,0.015000
11368,0.015000
6884,0.985000
8196,0.015000
267,0.015000
4673,0.015000
1368,0.015000
4621,0.015000
7334,0.985000
747,0.985000
2413,0.015000
10423,0.015000
1534,0.015000
12235,0.985000
8771,0.985000
1113,0.015000
2960,0.015000
8646,0.985000
8168,0.015000
5448,0.985000
2163,0.985000
258,0.985000
5572,0.985000
5999,0.985000
12138,0.015000
6564,0.985000
4871,0.985000
11118,0.015000
11974,0.015000
7290,0.765424
2693,0.015000
6460,0.985000
8663,0.985000
7019,0.015000
7041,0.015000
7413,0.985000
6691,0.015000
5115,0.015000
2626,0.015000
9469,0.015000
7338,0.985000
120,0.015000
7422,0.985000
4230,0.985000
9118,0.015000
3348,0.015000
5086,0.985000
5917,0.985000
5106,0.015000
1075,0.985000
6528,0.015000
11930,0.015000
8023,0.985000
58,0.015000
6074,0.015000
8307,0.015000
10682,0.015000
2655,0.015000
11592,0.015000
12315,0.985000
10382,0.015000
2446,0.015000
2236,0.985000
6770,0.015000
3522,0.985000
3455,0.985000
2319,0.985000
8193,0.985000
6453,0.985000
4408,0.985000
3156,0.985000
2343,0.015000
11328,0.015000
2754,0.015000
275,0.015000
7709,0.015000
10960,0.015000
969,0.985000
3148,0.985000
6545,0.985000
2979,0.015000
11694,0.985000
4099,0.985000
2230,0.985000
7692,0.015000
11893,0.015000
4054,0.985000
5361,0.985000
673,0.015000
9301,0.015000
6497,0.985000
800,0.985000
3598,0.015000
6242,0.015000
3432,0.985000
11982,0.985000
9919,0.985000
12062,0.985000
8529,0.015000
5331,0.985000
2553,0.015000
3954,0.985000
9413,0.985000
7064,0.015000
5888,0.015000
2771,0.985000
8908,0.015000
3487,0.015000
7230,0.015000
9491,0.015000
11669,0.985000
1480,0.015000
4013,0.015000
11261,0.985000
9850,0.985000
6189,0.015000
143,0.985000
11416,0.985000
5304,0.985000
9513,0.985000
10218,0.015000
7801,0.015000
8087,0.015000
8888,0.985000
4021,0.985000
4479,0.015000
6220,0.015000
10081,0.015000
2455,0.015000
47,0.015000
1172,0.985000
8232,0.015000
7626,0.015000
11307,0.985000
9323,0.985000
3648,0.985000
10504,0.985000
4476,0.015000
12301,0.015000
9192,0.015000
3204,0.985000
12246,0.985000
6605,0.015000
11494,0.985000
6346,0.015000
5708,0.985000
3474,0.015000
2204,0.985000
12422,0.985000
18,0.985000
5553,0.015000
10837,0.015000
7297,0.015000
8567,0.015000
12026,0.964549
5198,0.985000
4600,0.015000
5019,0.985000
1673,0.036507
10967,0.015000
6558,0.015000
7674,0.985000
3024,0.985000
1822,0.015000
6059,0.015000
2372,0.985000
7761,0.015000
12392,0.985000
1571,0.985000
3857,0.015000
7538,0.985000
11465,0.015000
500,0.015000
1272,0.985000
1889,0.015000
7262,0.015000
10442,0.985000
9992,0.985000
11136,0.015000
7682,0.015000
11589,0.985000
1486,0.985000
379,0.985000
11467,0.015000
11132,0.985000
4985,0.152879
9753,0.015000
5808,0.985000
3658,0.985000
7362,0.015000
337,0.985000
11008,0.015000
6893,0.015000
9969,0.985000
12385,0.985000
9715,0.015000
674,0.015000
3089,0.985000
8886,0.015000
7276,0.015000
1249,0.015000
4053,0.985000
7414,0.015000
11466,0.015000
3307,0.015000
11772,0.587319
5510,0.985000
601,0.985000
1293,0.015000
11983,0.015000
4804,0.015000
7150,0.015000
10319,0.954245
8601,0.985000
4682,0.015000
10325,0.024195
12188,0.985000
5893,0.985000
271,0.985000
2024,0.015000
7640,0.015000
12103,0.015000
11293,0.985000
10297,0.985000
7506,0.015000
6813,0.985000
1421,0.985000
4026,0.985000
6896,0.015000
720,0.015000
243,0.015000
6096,0.015000
2320,0.985000
7119,0.985000
10762,0.015000
6572,0.985000
4111,0.015000
10044,0.015000
433,0.985000
4925,0.015000
8495,0.025134
7354,0.015000
12010,0.985000
8124,0.015000
4790,0.985000
294,0.015000
572,0.015000
1587,0.015000
5646,0.015000
11799,0.985000
5813,0.985000
2445,0.985000
6895,0.985000
6537,0.015000
10350,0.985000
1675,0.015000
3368,0.015000
149,0.015000
